region,epiweek,is_test,pred_1,true_1,pred_2,true_2,pred_3,true_3,pred_4,true_4,target
MT,202505,False,14.828484,25.0,14.673477,18.0,21.146835,24.0,21.29,18.0,nhsn_c19_hosp
NE,202505,False,75.91153,71.0,60.271076,77.0,67.98863,60.00000000000001,62.06771,42.0,nhsn_c19_hosp
NV,202505,False,12.127891,48.0,22.602135,34.0,69.36318,34.0,82.77166,43.0,nhsn_c19_hosp
NH,202505,False,90.149666,66.0,80.005714,43.0,74.700485,48.99999999999999,65.33016,41.0,nhsn_c19_hosp
NJ,202505,False,587.7237,450.0,549.7152,366.0,559.02594,347.0,524.4069,339.0,nhsn_c19_hosp
NM,202505,False,75.79592,64.0,66.250015,38.0,61.06565,54.0,67.402016,36.0,nhsn_c19_hosp
NY,202505,False,968.8886,814.0,978.13007,830.0,1008.0868,710.0,892.6995,772.0,nhsn_c19_hosp
NC,202505,False,376.38818,458.0,346.21884,381.0,376.5498,359.0,315.97168,372.0,nhsn_c19_hosp
ND,202505,False,20.752905,39.0,12.67758,32.0,13.245966,33.0,6.7432914,27.0,nhsn_c19_hosp
OH,202505,False,746.16254,651.0,749.92194,617.0,704.092,522.0,611.13464,498.0,nhsn_c19_hosp
OK,202505,False,213.41768,158.0,178.76138,160.0,200.8981,116.0,156.39081,117.0,nhsn_c19_hosp
OR,202505,False,73.01263,69.0,67.651375,67.0,67.72997,67.0,71.16364,55.0,nhsn_c19_hosp
PA,202505,False,1573.1046,1319.0,1432.3217,1099.0,1268.0807,1019.0,1110.499,970.0,nhsn_c19_hosp
RI,202505,False,70.11155,57.0,61.462692,53.0,54.57835,36.0,53.94368,26.0,nhsn_c19_hosp
SC,202505,False,273.73697,214.0,297.33792,147.0,309.51724,134.0,292.78824,178.0,nhsn_c19_hosp
SD,202505,False,49.224304,61.0,49.212547,46.0,47.595837,42.0,49.067894,20.0,nhsn_c19_hosp
TN,202505,False,284.468,260.0,288.8303,275.0,299.8698,237.0,297.09705,259.0,nhsn_c19_hosp
TX,202505,False,1271.4741,835.0,1077.8446,655.0,1009.6461,619.0,1050.9851,671.0,nhsn_c19_hosp
UT,202505,False,53.577465,45.0,58.592182,39.0,83.80903,60.000000000000014,85.51733,47.000000000000014,nhsn_c19_hosp
VT,202505,False,29.087713,30.0,24.745428,22.0,25.555368,15.0,22.438911,11.0,nhsn_c19_hosp
VA,202505,False,368.22437,316.0,323.45422,264.0,368.89886,227.0,372.42673,269.0,nhsn_c19_hosp
WA,202505,False,108.76304,127.0,105.443474,115.0,131.34636,151.0,117.53896,92.0,nhsn_c19_hosp
WV,202505,False,80.29979,114.0,68.51779,124.0,82.29959,109.0,78.14358,104.0,nhsn_c19_hosp
WI,202505,False,414.28214,338.0,370.1719,262.0,337.49918,225.0,287.58716,191.99999999999997,nhsn_c19_hosp
WY,202505,False,52.751614,23.0,47.421944,18.0,45.11749,20.0,43.482086,5.0,nhsn_c19_hosp
PR,202505,False,85.14795,75.0,69.46542,70.0,51.91349,45.0,47.797302,75.0,nhsn_c19_hosp
HI,202505,False,11.896861,13.0,17.132883,10.0,21.671846,16.0,14.317172,18.0,nhsn_c19_hosp
US,202505,False,16665.87,12931.0,16508.172,11558.0,16963.164,10347.999999999998,15065.731,10113.0,nhsn_c19_hosp
AL,202506,False,240.85909,225.0,245.20778,186.0,261.0196,210.0,284.44858,239.0,nhsn_c19_hosp
AK,202506,False,10.577205,11.0,10.792476,10.0,12.355247,19.0,12.3581,14.0,nhsn_c19_hosp
AZ,202506,False,305.98975,318.0,262.51907,262.0,264.9276,279.0,296.5396,227.0,nhsn_c19_hosp
AR,202506,False,141.42389,109.0,167.4627,84.00000000000003,162.74504,109.0,145.12256,114.0,nhsn_c19_hosp
CA,202506,False,1014.83984,862.0,995.56995,689.0,1115.2397,669.0000000000002,1205.1935,623.0,nhsn_c19_hosp
CO,202506,False,196.55731,131.0,192.25542,101.99999999999997,211.83801,81.0,228.04819,95.99999999999997,nhsn_c19_hosp
CT,202506,False,172.93275,149.0,163.83473,126.0,169.76347,118.0,175.9226,83.99999999999997,nhsn_c19_hosp
DE,202506,False,54.187008,28.000000000000007,45.294205,23.0,42.98922,23.0,41.08851,35.0,nhsn_c19_hosp
DC,202506,False,55.958714,13.0,45.760162,22.0,49.48857,25.0,53.681293,17.000000000000007,nhsn_c19_hosp
FL,202506,False,1027.257,493.9999999999998,913.4437,460.0,917.64746,447.0,1350.2439,380.0,nhsn_c19_hosp
GA,202506,False,493.9395,262.0,499.73785,247.0,475.7699,263.0,448.94543,278.9999999999999,nhsn_c19_hosp
ID,202506,False,38.88353,37.0,32.514523,26.0,36.047565,30.0,34.926228,39.00000000000001,nhsn_c19_hosp
IL,202506,False,837.69293,540.0,811.3573,526.0,816.963,488.0,809.2607,452.0,nhsn_c19_hosp
IN,202506,False,478.40335,362.0,520.0182,350.0,531.19434,275.0,498.812,236.0,nhsn_c19_hosp
IA,202506,False,126.48478,116.0,92.86458,87.99999999999999,102.68322,74.0,97.13206,74.0,nhsn_c19_hosp
KS,202506,False,175.06734,112.0,132.8731,103.0,130.63692,110.0,128.1968,105.0,nhsn_c19_hosp
KY,202506,False,269.9736,231.0,275.0194,207.0,307.66898,229.0,278.27686,195.0,nhsn_c19_hosp
LA,202506,False,289.57495,170.0,213.70178,147.00000000000003,211.11691,177.0,234.05461,152.0,nhsn_c19_hosp
ME,202506,False,32.81961,26.0,33.458687,20.0,39.068733,9.0,39.7522,17.0,nhsn_c19_hosp
MD,202506,False,307.9104,220.0,295.05612,187.0,288.88043,159.0,274.27856,136.0,nhsn_c19_hosp
MA,202506,False,279.04117,295.0,247.13722,240.0,243.29805,254.0,224.67241,220.0,nhsn_c19_hosp
MI,202506,False,623.23224,456.0,591.15045,435.0,567.7761,381.0,528.8502,305.0,nhsn_c19_hosp
MN,202506,False,191.60265,149.0,162.4066,128.0,168.3013,116.0,140.61494,112.0,nhsn_c19_hosp
MS,202506,False,144.45047,74.0,145.61096,82.0,167.93034,81.0,159.5447,102.0,nhsn_c19_hosp
MO,202506,False,383.99326,306.0,363.62827,267.0,400.384,190.0,363.90717,204.0,nhsn_c19_hosp
MT,202506,False,42.686676,18.0,47.69935,24.0,47.291767,18.0,51.55567,21.0,nhsn_c19_hosp
NE,202506,False,70.181786,77.0,59.693516,60.0,65.16217,42.0,57.70055,53.0,nhsn_c19_hosp
NV,202506,False,45.70329,34.0,55.806164,34.0,75.79948,43.0,110.58624,32.0,nhsn_c19_hosp
NH,202506,False,80.5044,43.0,73.92369,49.0,74.57767,41.0,69.45833,36.0,nhsn_c19_hosp
NJ,202506,False,750.5894,366.0,708.9932,347.0,714.41425,339.0,665.3565,324.0,nhsn_c19_hosp
NM,202506,False,73.262375,38.0,73.945724,54.0,71.31948,36.0,78.77236,40.0,nhsn_c19_hosp
NY,202506,False,979.2799,830.0,1099.5443,710.0,1186.1833,772.0,1178.1158,746.0000000000001,nhsn_c19_hosp
NC,202506,False,513.24615,381.0,473.5418,359.0,526.8129,372.0,487.3153,381.0,nhsn_c19_hosp
ND,202506,False,38.304127,32.0,34.24664,33.0,36.256336,27.0,33.849655,27.0,nhsn_c19_hosp
OH,202506,False,753.43774,617.0,758.3583,522.0,713.4183,498.0,632.0995,458.0,nhsn_c19_hosp
OK,202506,False,158.4639,160.0,132.79424,116.0,161.78082,117.0,133.08119,87.0,nhsn_c19_hosp
OR,202506,False,80.095695,67.0,77.86501,67.0,82.60371,55.0,86.109924,52.0,nhsn_c19_hosp
PA,202506,False,1351.503,1099.0,1184.6409,1019.0,1086.9781,970.0,968.7208,817.0,nhsn_c19_hosp
RI,202506,False,70.11641,53.0,59.10325,36.0,56.006924,26.0,57.767456,29.0,nhsn_c19_hosp
SC,202506,False,264.3506,147.0,289.98834,134.0,320.17377,178.0,318.18692,206.0,nhsn_c19_hosp
SD,202506,False,61.243385,46.0,56.177864,42.0,58.024418,20.0,59.678616,25.0,nhsn_c19_hosp
TN,202506,False,308.33337,275.0,305.15286,237.0,322.9649,259.0,326.6332,272.0,nhsn_c19_hosp
TX,202506,False,1748.996,655.0000000000002,1405.6366,619.0,1372.8931,671.0,1282.4546,667.0,nhsn_c19_hosp
UT,202506,False,48.660385,39.0,59.482277,60.0,84.77058,47.000000000000014,88.95984,57.999999999999986,nhsn_c19_hosp
VT,202506,False,30.719692,22.0,26.185839,15.0,26.20838,11.0,24.544943,17.0,nhsn_c19_hosp
VA,202506,False,406.02914,264.0,317.35175,227.0,364.7133,269.0,401.37332,246.0,nhsn_c19_hosp
WA,202506,False,146.1705,114.99999999999997,143.58804,151.0,168.54596,92.0,150.4237,59.0,nhsn_c19_hosp
WV,202506,False,125.5661,124.0,108.79115,109.0,118.399445,104.0,121.89404,91.0,nhsn_c19_hosp
WI,202506,False,392.00793,262.0,394.783,225.0,371.79156,192.00000000000003,345.5786,165.0,nhsn_c19_hosp
WY,202506,False,32.323517,18.0,28.366716,20.0,26.927343,5.0,25.78666,13.0,nhsn_c19_hosp
PR,202506,False,75.79954,70.0,70.835915,45.0,60.65738,75.0,54.79581,112.0,nhsn_c19_hosp
HI,202506,False,15.219757,10.0,21.945168,16.0,24.885567,18.0,21.716476,15.0,nhsn_c19_hosp
US,202506,False,20432.537,11558.0,18442.643,10348.0,18323.883,10113.000000000002,17938.578,9505.999999999998,nhsn_c19_hosp
AL,202507,False,245.81638,186.0,244.37512,210.0,270.59518,239.0,309.58478,247.0,nhsn_c19_hosp
AK,202507,False,11.494284,10.0,11.741777,19.0,13.5038185,14.0,13.006208,21.0,nhsn_c19_hosp
AZ,202507,False,300.1857,262.0,263.4172,279.0,277.0932,227.0,318.58746,176.0,nhsn_c19_hosp
AR,202507,False,144.55257,84.0,138.09807,109.0,120.591705,114.0,119.25055,105.0,nhsn_c19_hosp
CA,202507,False,237.85829,689.0,476.65982,669.0,874.004,623.0,1075.0745,576.0,nhsn_c19_hosp
CO,202507,False,166.78328,101.99999999999997,165.0494,81.0,181.12987,96.00000000000003,213.25761,104.0,nhsn_c19_hosp
CT,202507,False,166.10486,126.0,145.08328,117.99999999999997,156.45758,84.0,175.12312,78.0,nhsn_c19_hosp
DE,202507,False,36.038475,23.0,38.01898,23.0,37.115387,35.0,33.13469,41.0,nhsn_c19_hosp
DC,202507,False,17.611128,22.0,13.344164,25.0,19.340944,17.0,18.647696,21.000000000000007,nhsn_c19_hosp
FL,202507,False,569.1881,460.0,426.00302,447.0,654.58093,380.0,912.371,443.0,nhsn_c19_hosp
GA,202507,False,360.70453,247.0,448.187,263.0,489.60913,278.9999999999999,575.3272,306.0,nhsn_c19_hosp
ID,202507,False,45.034565,26.0,38.989693,30.0,43.808643,39.0,45.11118,28.0,nhsn_c19_hosp
IL,202507,False,646.2605,526.0,629.432,488.0,680.35156,452.0,682.6372,461.0,nhsn_c19_hosp
IN,202507,False,439.24106,350.0,485.8785,275.0,500.0897,236.0,484.6068,240.0,nhsn_c19_hosp
IA,202507,False,147.94589,88.00000000000001,133.15675,74.0,139.50577,74.0,131.28886,51.0,nhsn_c19_hosp
KS,202507,False,149.10587,103.0,117.26666,110.0,122.38095,105.0,137.3517,77.0,nhsn_c19_hosp
KY,202507,False,341.5551,207.0,306.67987,229.0,300.20557,195.0,291.61038,181.0,nhsn_c19_hosp
LA,202507,False,229.73329,146.99999999999997,176.81476,177.0,205.51991,152.0,233.9404,189.0,nhsn_c19_hosp
ME,202507,False,24.937218,20.0,25.787273,9.000000000000007,31.26725,17.0,32.06525,17.0,nhsn_c19_hosp
MD,202507,False,317.31396,187.0,334.17673,159.0,343.4363,136.0,350.84216,139.0,nhsn_c19_hosp
MA,202507,False,330.75476,240.0,294.339,254.0,294.34027,220.0,276.45187,148.0,nhsn_c19_hosp
MI,202507,False,542.9612,435.0,548.70905,381.0,550.76685,305.0,544.4811,223.0,nhsn_c19_hosp
MN,202507,False,147.82309,128.0,125.55499,116.0,131.57063,112.0,117.147446,113.0,nhsn_c19_hosp
MS,202507,False,105.08235,82.0,64.24384,81.0,60.427746,102.0,70.53504,136.0,nhsn_c19_hosp
MO,202507,False,315.20602,267.0,297.69257,190.0,323.39847,204.0,330.73782,188.0,nhsn_c19_hosp
MT,202507,False,32.086983,24.0,36.60995,18.0,41.319134,21.0,47.75251,28.000000000000007,nhsn_c19_hosp
NE,202507,False,78.52033,59.99999999999999,66.13216,42.0,72.66045,53.0,68.78337,38.0,nhsn_c19_hosp
NV,202507,False,35.46888,34.0,36.28434,42.99999999999997,49.538246,32.0,68.38264,34.0,nhsn_c19_hosp
NH,202507,False,50.28246,49.0,45.60628,41.00000000000001,47.20329,36.0,43.370365,26.0,nhsn_c19_hosp
NJ,202507,False,405.446,347.0,389.58765,339.0,393.12347,324.0,391.0247,296.99999999999994,nhsn_c19_hosp
NM,202507,False,36.061764,53.99999999999999,31.882998,36.0,38.128887,40.0,50.064938,19.0,nhsn_c19_hosp
NY,202507,False,1065.0807,710.0,1090.9963,772.0,1159.0701,745.9999999999999,1215.6047,725.0,nhsn_c19_hosp
NC,202507,False,431.0831,359.0,411.11118,372.0,474.61856,381.0,463.29703,385.0,nhsn_c19_hosp
ND,202507,False,36.20968,33.0,34.545555,27.0,34.84446,27.0,31.537926,31.0,nhsn_c19_hosp
OH,202507,False,668.8968,522.0,708.773,498.0,731.4347,458.0,711.03546,395.0,nhsn_c19_hosp
OK,202507,False,152.81906,116.0,126.5185,117.0,161.49968,87.0,139.44048,113.0,nhsn_c19_hosp
OR,202507,False,75.53502,67.0,74.94862,55.0,78.122925,52.0,82.155426,46.0,nhsn_c19_hosp
PA,202507,False,1222.1593,1019.0,960.5931,970.0,883.21246,817.0,876.25397,730.0,nhsn_c19_hosp
RI,202507,False,54.9666,36.0,46.93259,26.0,49.08782,29.0,53.45018,30.999999999999996,nhsn_c19_hosp
SC,202507,False,144.35152,134.0,169.34872,178.0,197.83823,206.0,214.85788,161.0,nhsn_c19_hosp
SD,202507,False,59.323936,42.0,51.291214,20.0,52.372383,25.0,50.252544,9.999999999999993,nhsn_c19_hosp
TN,202507,False,278.75916,237.0,279.86078,259.0,303.52402,272.0,314.49155,265.0,nhsn_c19_hosp
TX,202507,False,661.1582,619.0,500.70496,671.0,726.9243,667.0,840.46387,618.0,nhsn_c19_hosp
UT,202507,False,45.12706,59.999999999999986,55.417336,47.0,80.405205,58.000000000000014,80.88965,41.0,nhsn_c19_hosp
VT,202507,False,24.737072,15.0,21.31112,11.0,21.72581,17.0,20.772446,10.0,nhsn_c19_hosp
VA,202507,False,463.70892,227.0,384.52533,269.0,396.00128,246.0,403.12466,217.0,nhsn_c19_hosp
WA,202507,False,135.30984,150.99999999999997,129.8584,92.0,161.10025,59.0,151.02983,68.0,nhsn_c19_hosp
WV,202507,False,155.7142,109.0,159.72974,104.0,157.69156,91.0,141.224,61.0,nhsn_c19_hosp
WI,202507,False,306.43216,225.0,303.21463,192.0,319.4897,165.0,285.45627,146.0,nhsn_c19_hosp
WY,202507,False,16.242102,20.0,12.986575,5.0,12.222432,13.0,10.61918,20.0,nhsn_c19_hosp
PR,202507,False,79.97065,45.0,71.25706,75.0,61.44213,112.0,60.06326,98.0,nhsn_c19_hosp
HI,202507,False,12.695541,16.0,17.38861,18.0,19.917305,15.0,17.890678,8.0,nhsn_c19_hosp
US,202507,False,12923.794,10348.0,12179.938,10113.000000000002,13100.575,9505.999999999998,14113.491,8934.0,nhsn_c19_hosp
AL,202508,False,251.02486,210.0,236.978,239.0,257.99448,247.0,275.40253,232.0,nhsn_c19_hosp
AK,202508,False,10.175939,19.0,11.836137,14.0,10.618302,21.0,8.440505,10.0,nhsn_c19_hosp
AZ,202508,False,196.44745,279.0,198.38028,227.0,186.32843,176.0,149.67157,195.0,nhsn_c19_hosp
AR,202508,False,74.15981,109.0,70.20103,114.0,55.41022,105.0,38.09998,61.0,nhsn_c19_hosp
CA,202508,False,682.58276,669.0,602.2014,623.0,514.9225,576.0,425.11584,594.0,nhsn_c19_hosp
CO,202508,False,90.814384,81.0,77.04772,96.0,68.182945,104.0,51.092033,79.0,nhsn_c19_hosp
CT,202508,False,146.00572,118.0,134.767,84.0,121.55734,78.0,95.53964,79.00000000000003,nhsn_c19_hosp
DE,202508,False,23.289104,22.999999999999993,25.884449,35.0,30.014473,41.0,32.0666,25.0,nhsn_c19_hosp
DC,202508,False,22.469418,25.0,20.21774,17.0,19.72676,21.0,18.063404,19.0,nhsn_c19_hosp
FL,202508,False,466.1276,446.9999999999998,394.30753,380.0,432.99014,443.0,464.88968,396.0,nhsn_c19_hosp
GA,202508,False,270.88818,263.0,231.86389,279.0,202.0935,306.0,128.09393,279.0,nhsn_c19_hosp
ID,202508,False,13.836185,30.0,19.487072,39.0,21.773441,28.0,16.63113,27.0,nhsn_c19_hosp
IL,202508,False,483.6609,488.0,456.29965,452.0,466.35825,461.0,435.06067,361.0,nhsn_c19_hosp
IN,202508,False,322.9346,275.0,304.30402,236.0,296.47552,240.0,303.95776,207.0,nhsn_c19_hosp
IA,202508,False,85.218315,74.0,77.60136,74.0,69.76937,51.0,52.03963,47.0,nhsn_c19_hosp
KS,202508,False,100.44101,110.0,95.327835,105.0,89.873436,77.00000000000001,65.27419,62.0,nhsn_c19_hosp
KY,202508,False,149.08249,229.0,126.58706,195.0,162.05145,181.0,129.71942,135.0,nhsn_c19_hosp
LA,202508,False,141.09894,177.0,133.6583,152.0,122.382256,189.0,99.60406,171.0,nhsn_c19_hosp
ME,202508,False,13.045194,8.999999999999993,9.891751,17.0,6.110894,17.0,4.746888,7.0,nhsn_c19_hosp
MD,202508,False,148.41646,159.0,136.18828,136.0,136.57037,139.0,113.38518,148.0,nhsn_c19_hosp
MA,202508,False,218.56882,254.0,200.62405,220.0,190.84534,148.0,188.86206,161.0,nhsn_c19_hosp
MI,202508,False,407.02518,381.0,354.65964,304.99999999999994,352.99927,223.0,321.4229,332.0,nhsn_c19_hosp
MN,202508,False,113.719475,116.0,98.316505,112.0,93.242485,113.0,71.324104,76.0,nhsn_c19_hosp
MS,202508,False,74.98301,81.0,70.483025,102.0,52.528477,136.0,19.751925,105.0,nhsn_c19_hosp
MO,202508,False,247.94356,190.0,236.9207,204.0,208.74677,188.0,135.91269,186.0,nhsn_c19_hosp
MT,202508,False,20.842396,18.0,20.557423,21.0,19.08884,28.0,14.611599,19.0,nhsn_c19_hosp
NE,202508,False,54.02308,42.0,52.50866,53.0,52.76834,38.0,41.968163,23.0,nhsn_c19_hosp
NV,202508,False,0.6565879,43.0,6.8613915,32.0,23.463743,34.0,53.1676,39.0,nhsn_c19_hosp
NH,202508,False,45.36396,41.0,39.210617,36.0,33.899956,26.0,30.234808,28.0,nhsn_c19_hosp
NJ,202508,False,345.1645,339.0,307.7101,324.0,285.54898,297.0,231.48557,311.0,nhsn_c19_hosp
NM,202508,False,48.365395,36.0,55.54981,40.0,71.89849,19.0,78.044266,25.0,nhsn_c19_hosp
NY,202508,False,625.9879,772.0000000000001,669.45624,746.0,701.77924,724.9999999999999,693.5795,781.9999999999999,nhsn_c19_hosp
NC,202508,False,416.0616,372.0,330.9201,381.0,298.6213,385.0,254.18695,376.0,nhsn_c19_hosp
ND,202508,False,34.15713,27.0,31.263626,27.0,27.666967,31.0,26.932755,20.0,nhsn_c19_hosp
OH,202508,False,417.66364,498.0,368.81158,458.0,313.9544,395.0,216.09581,350.0,nhsn_c19_hosp
OK,202508,False,84.23988,117.0,62.98309,87.0,75.38478,113.0,68.5784,97.0,nhsn_c19_hosp
OR,202508,False,76.210915,55.0,78.66097,52.0,84.29433,45.99999999999997,78.31121,37.0,nhsn_c19_hosp
PA,202508,False,923.0459,970.0,811.9988,817.0,684.67926,730.0,517.9108,619.0,nhsn_c19_hosp
RI,202508,False,36.953926,26.0,33.486267,29.0,32.044224,31.0,26.875967,39.0,nhsn_c19_hosp
SC,202508,False,137.68103,178.0,122.64465,206.0,121.48285,161.0,88.68291,156.0,nhsn_c19_hosp
SD,202508,False,33.086693,20.0,30.421684,25.0,29.932018,10.0,27.564426,25.0,nhsn_c19_hosp
TN,202508,False,265.03595,259.0,254.37187,272.0,247.39348,265.0,229.71428,223.0,nhsn_c19_hosp
TX,202508,False,686.7681,671.0,716.84906,667.0,742.5451,618.0,630.3172,591.0,nhsn_c19_hosp
UT,202508,False,64.65207,47.0,58.990746,58.0,59.77073,41.0,66.2379,31.0,nhsn_c19_hosp
VT,202508,False,13.920577,11.0,11.703288,17.0,10.124692,10.0,10.757937,14.0,nhsn_c19_hosp
VA,202508,False,193.26303,269.0,167.58368,246.0,158.41382,217.0,136.91528,188.0,nhsn_c19_hosp
WA,202508,False,156.14354,92.0,149.01695,59.0,162.57843,68.0,168.35074,66.0,nhsn_c19_hosp
WV,202508,False,97.1187,104.0,108.01162,91.0,112.86093,61.0,101.12386,62.999999999999986,nhsn_c19_hosp
WI,202508,False,200.03064,191.99999999999997,172.3593,164.99999999999997,166.11807,146.0,109.909134,140.0,nhsn_c19_hosp
WY,202508,False,19.042093,4.9999999999999964,16.227024,13.0,13.251848,20.0,11.935026,20.0,nhsn_c19_hosp
PR,202508,False,53.498672,75.0,52.609184,112.0,57.812317,98.0,56.886444,58.0,nhsn_c19_hosp
HI,202508,False,18.596884,18.0,25.735563,15.0,31.744406,8.0,39.26923,17.0,nhsn_c19_hosp
US,202508,False,9986.09,10113.0,8911.341,9506.000000000002,8163.3047,8934.0,5536.952,8354.0,nhsn_c19_hosp
AL,202509,False,241.02945,239.0,234.64903,247.0,272.6705,232.0,315.24,195.0,nhsn_c19_hosp
AK,202509,False,15.2799835,14.0,17.161633,21.0,17.134838,10.0,15.262684,8.0,nhsn_c19_hosp
AZ,202509,False,219.81427,227.0,229.68762,176.0,206.19846,195.0,137.13577,187.0,nhsn_c19_hosp
AR,202509,False,84.80439,114.0,92.52332,105.0,92.10343,61.0,78.9694,77.0,nhsn_c19_hosp
CA,202509,False,645.30774,623.0,525.9094,576.0,421.4065,594.0,372.38354,576.0,nhsn_c19_hosp
CO,202509,False,71.286606,96.0,48.470684,104.0,27.893993,79.0,3.8769953,72.0,nhsn_c19_hosp
CT,202509,False,119.96757,84.0,125.946724,78.00000000000003,122.94175,79.0,109.94967,73.0,nhsn_c19_hosp
DE,202509,False,22.581192,35.0,21.718712,41.0,21.838951,25.0,21.27425,17.0,nhsn_c19_hosp
DC,202509,False,25.24146,17.0,24.555033,21.000000000000007,26.138441,19.0,27.294462,22.0,nhsn_c19_hosp
FL,202509,False,408.0563,380.0,406.99857,442.9999999999998,451.11844,396.0,475.81802,399.0000000000002,nhsn_c19_hosp
GA,202509,False,405.5961,279.0000000000001,322.30515,306.0,270.4044,279.0000000000001,178.56212,233.0,nhsn_c19_hosp
ID,202509,False,18.649319,39.0,21.672176,28.0,19.077229,27.0,8.581463,26.0,nhsn_c19_hosp
IL,202509,False,482.06158,451.99999999999994,464.48358,460.99999999999994,475.7037,361.0,415.81418,323.0,nhsn_c19_hosp
IN,202509,False,253.22194,236.0,237.27531,240.0,218.32591,207.0,183.01653,171.0,nhsn_c19_hosp
IA,202509,False,75.238434,74.0,72.29289,51.0,67.037735,47.0,49.12214,54.0,nhsn_c19_hosp
KS,202509,False,109.55254,105.0,107.36585,77.0,108.744644,62.0,86.56508,42.0,nhsn_c19_hosp
KY,202509,False,165.10695,195.0,166.12407,181.0,207.8816,135.0,177.61526,125.00000000000006,nhsn_c19_hosp
LA,202509,False,175.76057,151.99999999999997,167.67216,189.0,154.75456,171.0,147.92632,123.0,nhsn_c19_hosp
ME,202509,False,5.892283,17.0,2.3785346,17.0,0.6157281,7.0,2.0736444,3.0,nhsn_c19_hosp
MD,202509,False,140.29547,136.0,125.10261,139.0,119.77743,148.0,92.63033,142.0,nhsn_c19_hosp
MA,202509,False,241.5112,220.0,249.99234,148.0,239.31995,161.0,251.0903,170.0,nhsn_c19_hosp
MI,202509,False,336.14087,305.0,297.762,223.00000000000006,290.39105,332.0,254.30328,375.00000000000006,nhsn_c19_hosp
MN,202509,False,102.875534,112.0,86.32791,113.0,82.55725,76.0,65.78473,79.0,nhsn_c19_hosp
MS,202509,False,86.455925,102.0,76.90292,136.0,64.85323,105.0,43.415855,74.0,nhsn_c19_hosp
MO,202509,False,246.99582,204.0,223.41582,188.0,174.54404,186.0,95.23227,133.0,nhsn_c19_hosp
MT,202509,False,18.102024,21.0,21.587826,27.999999999999993,20.258015,19.0,21.423908,12.0,nhsn_c19_hosp
NE,202509,False,34.193886,53.0,30.264786,38.0,26.746513,23.0,13.171326,36.0,nhsn_c19_hosp
NV,202509,False,7.26784,32.00000000000003,14.758852,34.0,6.842588,39.0,32.60896,35.0,nhsn_c19_hosp
NH,202509,False,39.129402,36.0,33.94468,26.0,29.559946,28.0,26.627699,22.0,nhsn_c19_hosp
NJ,202509,False,331.20154,324.0,327.79605,297.0,321.31494,311.00000000000006,255.42905,276.00000000000006,nhsn_c19_hosp
NM,202509,False,37.742413,40.0,44.333942,19.0,57.71165,25.0,62.68367,39.0,nhsn_c19_hosp
NY,202509,False,693.70966,746.0,702.38495,725.0,736.3626,782.0,744.50275,830.0,nhsn_c19_hosp
NC,202509,False,340.19583,381.0,340.91287,385.0,345.1175,376.0,353.2139,291.0,nhsn_c19_hosp
ND,202509,False,27.218647,27.0,26.463129,31.0,24.940592,20.0,24.617239,13.0,nhsn_c19_hosp
OH,202509,False,418.225,458.0,368.03366,395.0,322.4741,350.0,230.08914,286.0,nhsn_c19_hosp
OK,202509,False,85.02002,87.0,92.34183,113.0,123.66643,97.0,125.06343,107.0,nhsn_c19_hosp
OR,202509,False,60.606525,52.0,59.894825,45.99999999999997,60.77483,37.0,48.409122,40.99999999999997,nhsn_c19_hosp
PA,202509,False,904.99225,817.0,857.3397,730.0,795.9564,619.0,680.15894,620.0,nhsn_c19_hosp
RI,202509,False,27.782372,29.0,19.819794,30.999999999999996,14.854622,39.0,7.1127887,32.0,nhsn_c19_hosp
SC,202509,False,177.78844,206.0,179.3172,161.0,198.43001,156.0,185.8942,135.0,nhsn_c19_hosp
SD,202509,False,12.839825,25.0,9.058361,10.0,7.706527,25.0,9.949272,17.0,nhsn_c19_hosp
TN,202509,False,247.64647,272.0,258.5028,265.0,266.44766,223.0,269.7999,182.0,nhsn_c19_hosp
TX,202509,False,708.75256,667.0,756.8849,618.0,802.7076,591.0,771.4021,534.0,nhsn_c19_hosp
UT,202509,False,64.358826,58.0,58.826775,41.0,60.569252,31.0,66.08695,46.000000000000014,nhsn_c19_hosp
VT,202509,False,10.395287,17.0,9.839272,10.0,8.401121,14.0,7.3606486,3.0,nhsn_c19_hosp
VA,202509,False,251.92009,246.0,231.87666,217.0,231.05818,188.0,221.68355,181.0,nhsn_c19_hosp
WA,202509,False,110.51593,59.0,96.58029,68.0,106.00607,66.0,85.92735,72.0,nhsn_c19_hosp
WV,202509,False,95.58447,91.0,96.92963,61.0,96.2849,63.000000000000014,79.46789,59.0,nhsn_c19_hosp
WI,202509,False,177.39473,165.0,141.66194,146.0,130.41624,140.0,84.0172,112.0,nhsn_c19_hosp
WY,202509,False,13.855578,13.0,10.367557,20.0,6.835494,20.0,3.3590364,17.0,nhsn_c19_hosp
PR,202509,False,61.07549,112.0,62.021793,98.0,65.53862,58.0,66.4162,47.0,nhsn_c19_hosp
HI,202509,False,25.228918,15.0,29.908682,8.0,35.40545,17.0,40.48301,13.0,nhsn_c19_hosp
US,202509,False,9679.016,9506.0,8299.404,8934.0,7240.242,8353.999999999998,5132.743,7759.0,nhsn_c19_hosp
AL,202510,False,289.97833,247.0,281.45718,232.0,330.1114,195.0,397.66162,139.0,nhsn_c19_hosp
AK,202510,False,13.126716,21.0,14.727204,10.0,14.181315,8.0,14.148391,7.0,nhsn_c19_hosp
